sentence 	 label
reuters - a u.s. army sergeant accused of deserting\to north korea in 1965 and now hospitalized in japan is willing\to appear before the u.s. military in japan for a plea bargain,\japanese media reports said on saturday . 	0
ramon ortiz pitched four-hit ball for eight stellar innings to lead the anaheim angels over the yankees . 	1
ap - tropical storm megi swept out to sea beyond northern japan on friday, leaving behind an arc of destruction that killed 13 people, left hundreds homeless and cut off power to tens of thousands, officials said . 	0
ramon ortiz pitched four-hit ball for eight stellar innings and led the anaheim angels over the new york yankees, 5-0, on friday . 	1
pasadena (california) - hollywood stunt pilots and nasa scientists are teaming up to snatch a capsule full of stardust as it parachutes back to earth next month . 	3
advanced micro devices (amd) will implement the strained silicon manufacturing technique on its upcoming 90-nanometer processors as well as 130-nanometer processors released this quarter, an amd spokesman said friday . 	3
salt lake city -- defensive coordinator kyle whittingham is deciding whether to stay at university of utah and accept its head coaching job or take a rival offer from brigham young university . 	1
plantation, fla. -- pete rose owes almost \$1 million in federal back taxes, but he is making monthly payments on the debt, his representative said yesterday . 	1
north andover -- massachusetts defended its hockey night in boston girls summer showcase title yesterday with a 9-3 victory over minnesota in the championship game at merrimack college . 	1
athens (reuters) - greece, an ancient nation, searched its  soul over a new doping scandal on saturday while michael  phelps, a fresh-faced american teenager, prepared to enter the  olympic record books without having to swim a stroke. the  olympics started its eighth day with 32 gold medals up for  grabs in what has been dubbed super saturday . 	1
athens -- the us women #39;s trio of 100-meter sprinters, including five-time olympian gail devers, all raced into the semifinals with strong, controlled performances yesterday in the debut of the track and .. . 	1
it would #39;ve been understandable if american matt emmons had a bad first olympic experience. the way things had been going, he seemed destined for that . 	1
stavropol, russia -- once they were the outriders of the russian empire, feared and fearless warriors who extended the czar #39;s authority as far as their horses would carry them . 	0
reuters - suspected insurgents shot dead a\policeman in nepal's capital on saturday as the military said\it could escort food shipments into the city to ease a\rebel-inspired blockade . 	0
islamabad, pakistan - pakistani troops backed by artillery and aircraft attacked two suspected terrorist hideouts near the rugged afghan border on saturday, killing and wounding a number of militants, pakistan army and security officials said.    the attack was launched near shakai in the south waziristan tribal region, scene of several military counterterrorism operations against al-qaida fugitives and renegade tribesmen in the recent months.. . 	0
reuters - investors will watch for oil news from\russia and iraq next week, but skepticism that crude prices can\stay sky-high is growing and a break in the energy market would\fuel a rally in u.s. stock markets . 	2
madrid (reuters) - explosions rocked containers in two  separate coastal cities in northwestern spain on saturday after  a basque newspaper received a telephoned warning in the name of  the armed basque separatist group eta, state radio said . 	0
afp - two bombs exploded in two coastal towns in northwestern spain, after an anonymous tip-off by a caller claiming to belong to the basque separatist organization eta, an interior ministry spokesman told afp . 	0
afp - britain's ben ainslie collected his second successive olympic games yachting gold medal when he took victory in the finn class . 	0
there are always trade-offs to every place people choose to live. if you live in new york, it #39;s too expensive. if you live in montana, it #39;s too remote . 	2
ith one mars rover climbing into the hills and the other descending deep into a crater, scientists yesterday reported the discovery of several mysterious rock structures along with yet more signs that mars was once awash in water . 	3
google #39;s long-awaited public offering finally made it to the street, but the search is still on for microsoft #39;s windows update . 	3
colin montgomerie openly admits he is losing sleep. but there are more serious things than the ryder cup on his mind. as he continues his bid to be part of europes team next month, montgomerie is still 	1
a food and drug administration reexamination of data linking the pediatric use of some antidepressants to increased suicidal tendencies has once again found a connection, and the agency is 	2
at least 27 people are reported to have died of malaria in alindra, india and 293 are seriously ill with the disease which broke out after the heavy rains and floods . 	3
athens (reuters) - norway, germany, france, britain,  romania, new zealand and australia all looted the gold-medal  chest in the athens olympic rowing basin on saturday, as greece  counted the cost of the games in national pride and cash . 	1
following last week #39;s massacre of at least 160 congolese tutsis at a refugee camp near burundi #39;s border with the democratic republic of congo, the burundian government is speeding up efforts to help the united nations set up more secure camps in the 	0
germany have lost their two gold medals in the equestrian three-day eventing competition after france, britain and the united states won their appeal to sport #39;s highest appeal body . 	1
ryder cup captain #39;s pick stewart cink continued his assault on the \$7 million nec invitational after completing his rain-delayed second round in two-under-par 68 on saturday . 	1
a federal bankruptcy court judge on friday gave united airlines another 30 days to come up with a restructuring plan, but he warned the airline and its warring unions 	2
us 10-year treasury notes finished for a second week at the highest since april, on speculation record oil prices will hinder economic growth, prompting the federal reserve to slow the pace of interest-rate increases . 	2
abby wambach will never score an easier goal. from 1 foot away, she tapped the ball into the net and put the united states into the olympic semifinals . 	1
resident bush will chalk up a victory on a contentious labor issue on monday, but democrats intend to work overtime to make him pay a political price . 	2
najaf, iraq - militants loyal to firebrand shiite cleric muqtada al-sadr remained in control of a revered shiite shrine at the center of the crisis in najaf on saturday, as they bickered with top shiite religious leaders over how to hand the holy site over.    as the standoff dragged on, heavy clashes broke out for about 45 minutes near the cemetery and the old city on saturday afternoon between al-sadr's militiamen and u.s.. . 	0
the \$7.2 billion sale of the rouse co. marks the end of a fiercely independent real estate and shopping mall company that oversaw america #39;s 20th century migration from 	2
new delhi, august 21 (nnn): an indefinite nationwide strike of truckers protesting against the imposition of service tax on saturday evoked mixed response with a section of transporters in karnataka and tamilnadu staying away from the protest . 	2
british rower matthew pinsent won a fourth consecutive olympic gold medal when team gb #39;s coxless fours crew triumphed in greece . 	1
the us women #39;s national team did not string together a complete 90 minutes of soccer in beating japan 2-1 in its olympic quarterfinal on friday, however, it was the side #39;s finest performance of the tournament so far . 	1
new delhi: over three million trucks went off the indian roads on saturday as truckers launched their indefinite nationwide strike to protest against the imposition of a service tax on transport booking agents . 	2
quot;i #39;m going to a club with a lot of history and a great present, quot; alonso told a press conference here in the presence of real sociedad president jose luis astiarzan . 	1
australia #39;s grant hackett has won the 1500 metres freestyle at the athens olympics to become just the fourth man to win the race twice at the olympics . 	1
anti-nazi groups held counter-demonstrations, some holding banners proclaiming  quot;neo-nazis are a joke quot;. hess was found hanged in his prison cell in the spandau district of berlin in 1987 . 	0
sarunas jasikevicius shoots lithuania's men's basketball team to a 94-90 victory over the united states on saturday, america's second loss of the athens games . 	1
trucks parked at yashwanthpur in bangalore on saturday following the indefinite strike called by the all-india motor transport congress . 	2
ap - tcu helped change the bowl championship series, even though its season ended at home. the horned frogs won their first 10 games last season, and reached sixth in the bcs standings, the highest ranking for a team not in one of the bcs conferences. a loss at southern miss ended tcu's bid of becoming the first bcs outsider to break into a big-money bowl game. that also cost the frogs the conference usa title and sent them to the inaugural fort worth bowl . 	1
the u.s. men's basketball team lost to lithuania, 94-90, today at the olympic games . 	1
11=2. mathematics doesn #39;t get any more basic than this, but even 11 would stump the brightest minds among the piraha tribe of the amazon . 	3
athens, greece - michael phelps had a front-row seat at the pool, and made olympic history without ever getting wet. decked out in a white shirt, khaki shorts and flip-flops, phelps led cheers and waved an american flag while his teammates did all the work in the 400-meter individual medley saturday night.. . 	0
in saturday radio address, vp candidate says measure curtails pay at a time workers need it. atlanta (cnn) - calling to mind his days unloading tractor trailers during the summer, sen. john edwards blasted 	2
in a much-noted speech last week, israels prime minister ariel sharon ostensibly made a dramatic reversal in course. but i am wondering whether to take his shift at face value . 	0
ap - the sudanese government signed an agreement with the u.n. migration agency saturday to ensure that more than 1 million people displaced by violence in the western region of darfur can voluntarily return home  #151; but cannot be forced to do so . 	0
yuliya nesterenko ends two decades of american dominance in the 100 meters with a closing surge to catch lauryn williams . 	1
"new york (reuters) - u.s. stocks looked to open a touch  higher  on tuesday, with wall street welcoming a slip in oil  prices and a report of a possible \$24 billion takeover of  cardiovascular device maker guidant corp. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gdt.n target=/stocks/quickinfo/fullquote""&gt;gdt.n&lt;/a&gt; by johnson    johnson &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jnj.n target=/stocks/quickinfo/fullquote""&gt;jnj.n&lt;/a&gt; . "	2
state officials say the statewide slowdown caused by hurricane charley, with estimated losses of \$20 billion, will probably last no more than a month or two . 	2
yuliya nesterenko of belarus sped to an unexpected victory in the women #39;s 100 meter final at the athens olympics saturday. the high-striding belarussian clocked 10 . 	1
ap - a chicago tribune editor who was on the vietnam mission for which john kerry received the silver star is backing up kerry's account of the incident . 	0
athens, greece - the u.s. men's basketball team endured another brutal loss.. . 	0
matthew pinsent was hailed as the new superman of british sport yesterday, after winning gold at his fourth consecutive olympic games . 	1
they are becoming increasingly popular because they are cheap. however, before you rush off to buy an internet phone or voice-over-internet protocol (voip) phone, you should know that they are 	3
the 100th birth anniversary of china #39;s late paramount leader deng xiaoping, which falls today, has been used by influential party elders to put pressure on former president jiang zemin to fully relinquish authority to his successor hu jintao . 	0
akron, ohio (reuters) - stewart cink was on the verge of  his fourth career win after shooting a two-under-par 68 for a  five-shot lead in the third round of the \$7 million nec  invitational saturday . 	1
najaf, iraq - militants loyal to radical shiite cleric muqtada al-sadr kept their hold on a revered shrine, and clashes flared in najaf on saturday, raising fears that a resolution to the crisis in the holy city could collapse amid bickering between shiite leaders.    an unofficial mediator pleaded with al-sadr to disarm his militants, pull them out of the shrine and disband his militia immediately.. . 	0
mamaroneck, ny (sports network) - ryan moore, the medalist in stroke play, dispatched jeff overton, 3  amp; 2 in one of saturday #39;s semifinal matches to reach sunday #39;s 36-hole final at the us amateur championship at winged foot golf club . 	1
the initial public offering of google brings to mind one of the great one-liners offered by clint eastwood in one of his dirty harry films:  quot;opinions are like a**holes, quot; harry says . 	2
the online music generation will become the legitimate test of the top 20 chart toppers next week when virgin and bbc radio one launch shows featuring tracks downloaded from the internet . 	3
spanish international vicente rodriguez struck from a 62nd-minute free kick saturday to earn valencia a 1-0 victory over zaragoza in the first leg of the spanish supercup . 	1
athens (reuters) - nicolas massu and fernando gonzalez won  chile's first gold medal at an olympics in a five-set tennis  marathon that ended at 2:37 a.m. on sunday . 	1
an audit of last week #39;s recall vote in venezuela has found no evidence of fraud in the process that endorsed president hugo chavez as leader . 	2
scientists say a defect in a key protein may cause the muscle-wasting disease muscular dystrophy . 	0
athens, greece - bad judging has become a tradition at the olympics, almost its own event really. from the robbery of munich, where officials stole a basketball gold from the united states and gave it to russia 	1
venezuela #39;s electoral authorities said saturday an audit of the vote on president hugo chavez #39;s rule found no proof of fraud . 	2
a rugby nation lifted its head once more last night. the surprise was that it was south africa, not australia or new zealand, who emerged into the light clutching the coveted tri-nations trophy . 	1
ap - mark brunell directed two touchdown drives, and the washington redskins controlled the ball for 41 minutes to beat the miami dolphins 17-0 saturday night . 	1
bayliss was reportedly involved in a heated argument in the pits at the german grand prix last month with team boss livio suppo. an uneasy relationship has developed between the former world 	1
england fast bowler steve harmison is the world #39;s number one bowler, according to the latest pwc test ratings. the durham quick #39;s match-winning nine-wicket haul in the fourth and final test against the west 	1
new york (reuters) - shawn green hit two home runs,  including a grand slam, as los angeles defeated the atlanta  braves 7-4 in a battle of national league division leaders at  dodger stadium on saturday . 	1
islamabad, aug. 21: pakistani security forces today attacked suspected terrorist hideouts in the border regions of south waziristan after rocket attacks on military positions from different areas of shakai valley . 	0
akron : american stewart cink carded a two-under-par 68 on saturday to seize a five-stroke lead after the third round at the seven million dollar world golf championship invitational tournament . 	1
durban (reuters) - south africa survived two late yellow  cards to win their second tri-nations title with a rousing  23-19 triumph over australia in durban on saturday . 	1
prices for flash memory cards -- the little modules used by digital cameras, handheld organizers, mp3 players and cell phones to store pictures, music and other data -- are headed down -- way down. past trends suggest that prices will drop 35 percent a year, but industry analysts think that rate will be more like 40 or 50 percent this year and next, due to more manufacturers entering the market . 	3
pakistan has arrested at least five al-qaida-linked terrorists who were plotting suicide attacks on government leaders and the us embassy, officials announced saturday . 	0
ap - kerry collins' one completion covered almost as many yards as rich gannon's seven. that's one reason why he might be a better fit in the oakland raiders' new offense. collins' 89-yard scoring strike to doug gabriel in the third quarter was the biggest play of the game before the dallas cowboys rallied to beat oakland 21-20 on tony romo's 1-yard keeper with six seconds left saturday night . 	1
ap - brian ching scored a team-best 11th goal of season to lead the san jose earthquakes past the dallas burn 3-0 on saturday night . 	1
when it comes to your money (or anything else, for that matter), i believe you should trust your gut . 	2
san francisco, ca (sports network) - dustan mohr dropped a fly ball with two outs and the bases loaded in the top of the 12th inning to allow two runs to score, and the new york mets went on to defeat the san francisco giants 11-9 in the see-saw middle 	1
swimmer michael phelps might have turned in his most wonderfully uplifting performance of the olympics last night. and he didn #39;t even get wet . 	1
tsentoroi, chechnya. aug 22 (interfax) - russian president vladimir putin arrived in the chechen village of tsentoroi on sunday morning and laid a wreath at the grave of former chechen president akhmad kadyrov . 	0
barring negative impacts on the aviation industry, such as global terrorism, australia #39;s flagship carrier had an upbeat future, qantas #39; chief executive geoff dixon said . 	2
the skinny: beckett is facing the padres for the first time in san diego. in two career starts in florida, beckett is 2-0 against the padres with a 1.93 era . 	1
both rovers, the spirit and the opportunity, have more than doubled their intended lifetimes of three months . 	3
it took the death of his business partner at 21 for josh mohrer to get serious about trying to make their fledgling internet business a success . 	3
new york (cbs.mw) -- it sure isn #39;t the goldilocks economy of yesteryear -- you know, not too hot, not too cold, but just right . 	2
police are patrolling the streets of the bangladeshi capital, dhaka, after a series of grenade blasts killed at least 16 people. at least seven grenades were thrown at a rally yesterday of more than 3,000 supporters of the main opposition awami league . 	0
the international gymnastics federation suspended three judges saturday for a mistake in scoring the men #39;s all-around final but said results won #39;t be changed and american paul hamm will keep his gold medal . 	1
cincinnati -- at the height of his efforts to get out of this town, corey dillon declared,  quot;rudi ain't no c.d. quot; dillon, now a patriot, genuinely liked his former backup with the bengals -- rudi johnson -- and really didn't mean it the way it sounded . 	1
esteban loaiza is pitching his way out of the new york yankees' rotation. jose guillen and jeff davanon homered off the newest target of booing at yankee stadium, and loaiza failed to make it out of the fourth inning yesterday in the angels' storm-interrupted 6-1 win over new york . 	1
incoming boston university freshman chris bourque recently filled out the terriers' standard player form that is kept on file at the school's sports information office.  quot;it's all the usual stuff -- date of birth, height, weight, and all that, quot; said ed carpenter, who has headed up the sports information department for some 30 years.  quot;but the part i liked best .. . 	1
philadelphia -- la salle's monthlong search for a head men's basketball coach is over. maine coach john giannini will be named the coach at la salle tomorrow, according to a source familiar with the school's coaching search . 	1
crawford, texas -- the bush administration confirmed yesterday that it may accept limited growth within existing israeli settlements in the west bank in a shift that could help embattled prime minister ariel sharon . 	0
naubise, nepal : somewhere on the other side of the mist-covered green hills that guard nepal #39;s ancient capital kathmandu, maoist rebels are grinning . 	0
the discovery of a deadly bird flu strain in malaysia after cases elsewhere in southeast asia signaled a major winter outbreak was likely, international health experts said on friday . 	0
najaf, iraq (reuters) - u.s. aircraft launched a fresh  assault on shi'ite rebels in the iraqi city of najaf early on  sunday after talks on surrendering control of the gold-domed  mosque at the center of an 18-day siege ran into trouble . 	0
athens (reuters) - the united states stormed to their first  olympic men's eights title in 40 years on sunday . 	1
reuters - china has executed a 25-year-old\university dropout for killing six men, four of whom had raped\him after getting him drunk, the beijing youth daily said on\sunday . 	0
wal-mart didn #39;t completely kill downtown tooele - but it came pretty darn close. today, 14 years after the giant retailer opened one of its first utah stores here, tooele #39;s old 	2
a new national study identifies utah as one of at least 29 states that have loopholes in their laws allowing for  quot;accidental quot; pollution emissions beyond the limits of the federal clean air act . 	3
baghdad, iraq - a car bomb exploded north of the iraqi capital on sunday, killing two people and injuring four others, including a deputy provincial governor, police said . 	0
the family of a french woman murdered in south-west london are travelling to the uk to meet detectives . 	0
ap - an israeli bus exploded in a jerusalem neighborhood early sunday, but officials said the blast had been caused by a mechanical problem. there were no injuries . 	0
ap - speaking to hundreds of top leaders and ordinary citizens, china's president hu jintao hailed deng xiaoping as the architect of china's economic reforms on sunday, the 100-year anniversary of the late supreme leader's birth . 	0
nesterenko, a belarusian who had never broken 11 seconds before the olympics but did it in all four rounds here, won gold in 10.93 seconds . 	1
"guantanamo bay naval base, cuba - u.s. military review panels have decided not to release 10 guantanamo bay detainees, concluding they were properly classified as ""enemy combatants,"" a military official said saturday.. . "	0
oil prices eased from new highs on friday as dealers pocketed profits from a long record-breaking run after escalating violence in iraq took us crude close to \$50 a barrel . 	2
israel #39;s opposition leader, shimon peres, today called for early elections that would effectively rule his party out of joining a coalition to prop up the prime minister, ariel sharon . 	0
athens (reuters) - the red, white and blue u.s. softball  machine are one win away from their third straight gold medal  after rolling over australia 5-0 in their semi-final on sunday . 	1
armed robbers have stolen masterpieces by norwegian artist edvard munch from a museum in oslo and national radio said a version of  quot;the scream quot; was part of the haul . 	0
britain's swimming coach bill sweetenham defends his team's record in athens . 	1
"oslo, norway - armed men stormed into an art museum sunday, threatened staff at gunpoint and stole edvard munch's famous paintings ""the scream"" and ""madonna"" before the eyes of stunned museum-goers.    the thieves yanked the paintings off the walls of oslo's munch museum and loaded them into a waiting car outside, said a witness, french radio producer francois castang.. . "	0
the killer of french woman amelie delagrange may be a local man with knowledge of the area, police said today. detectives are examining the possibility based on the advice of an offender profiler who has been called in on the murder hunt . 	0
spaniard sete gibernau cruised to his third win of the season in the czech motogp grand prix on sunday, holding off a tough challenge from championship leader valentino rossi . 	1
stein metzger screamed, as if the noise would somehow keep the ball off the sand for an extra split second. he threw his body parallel to the ground, but the ball bounced inches out of his reach, as partner dax holdren looked on . 	1
minnesota at texas (8:05 pm edt). kenny rogers (15-5) goes for his 16th win as texas resumes its al west title chase. * manny ramirez and jason varitek, red sox . 	1
russian president vladimir putrin has made an unannounced trip to chechnya to honor the memory of the assassinated leader of the restive southern republic, one week before a scheduled vote to replace him . 	0
a college to provide training for the internet games industry has been opened in beijing. xinhua, china #39;s main government-run news agency, reported saturday that china #39;s ministry of information technology, the 	3
reuters - the initial public offering of\internet search engine google inc. was billed as a bonanza for\millions of u.s. investors -- but the little guy, with check in\hand, was left out of the party . 	2
although joe gibbs is back in washington, we're unlikely to see any elements of his offensive system on display until opening day . 	1
the dollar may fall against the euro for a third week in four on concern near-record crude oil prices will temper the pace of expansion in the us economy, a survey by bloomberg news indicates . 	2
athens, greece (sports network) - sarah ulmer of new zealand won the women #39;s individual pursuit competition in track cycling sunday at the olympics . 	1
iran says it has delayed plans to start up its first nuclear reactor by a year - but it plans to build more plants with russian help . 	0
afp - a british airways 747 en route from phoenix, arizona to london made an emergency landing in montreal following a mechanical problem with the plane, a company spokesman told afp . 	0
marks  amp; spencer is no longer the uks largest clothing retailer after losing its crown to supermarket chain asda, it was reported today . 	2
athens (reuters) - japan's diminutive mizuki noguchi put on  an extraordinary display of front-running to win the olympic  women's marathon title on sunday as paula radcliffe's challenge  ended in bitter tears . 	1
ap - gail devers failed once again in the olympic 100-meter hurdles, falling to injury just steps into her first race. devers, 37, who has three world championships in the event, pulled up short and screamed as she slid under the first hurdle sunday . 	1
athens, greece - gail devers failed once again in the olympic 100-meter hurdles, falling to injury just steps into her first race. devers, 37, who has three world championships in the event, pulled up short and screamed as she slid under the first hurdle sunday.. . 	0
one of the best-known names in camera film, agfa-gevaert, is quitting the industry due to the booming popularity of digital cameras . 	2
in a murder case echoing that of student marsha mcdonnell, police found the body of a young woman bludgeoned to death in twickenham . 	0
wal-mart stores inc. #39;s asda, the uk #39;s second biggest supermarket chain, surpassed marks  amp; spencer group plc as britain #39;s largest clothing retailer in the last three months, according to the sunday telegraph . 	2
canadian press - oslo, norway (ap) - armed men stormed into an art museum sunday, threatened staff at gunpoint and stole edvard munch's famous paintings the scream and madonna before stunned museum-goers . 	0
covington, la. - retired louisiana pharmacist george boudreaux hasn't needed madison avenue pitchmen to get the word out about his concoction to treat diaper rash.. . 	0
lleyton hewitt strong first serve and excellent court coverage ended the best week of gilles muller #39;s career. hewitt beat the luxembourg player 6-3, 6-4 sunday in the final of the legg mason tennis classic . 	1
the relationship between president bush and wall street has always been layered with paradox and outright contradiction . 	0
yachting is one of the new luxuries for moscow's superrich . 	0
after years of sacrificing, athletes don #39;t come to the olympics to put self-interest aside; they come to be no. 1. get all of today #39;s headlines, or alerts on specific topics . 	1
southern stars: 3000 metres women #39;s pursuit gold medallist sarah ulmer, right, hug #39;s australia #39;s silver medallist katie mactier after beating her in a record breaking final . 	1
afp - an islamic militant group published on a website the alleged pictures of twelve nepalese citizens whom it said it had abducted for cooperating with us forces in iraq . 	0
racing pigeon owners are planning to make their birds less tasty in a bid to stop them being eaten by peregrine falcons, it was revealed today . 	3
athens justin gatlin of the united states held off a late charge by francis obikwelu, a nigerian-born portuguese, on sunday to win one of the fastest 100-meter finals in olympic history . 	1
an online university that supposedly granted a business degree to a cat has been sued for consumer fraud. the lawsuit was filed by the pennsylvania attorney general #39;s office against dallas-based trinity southern 	3
the space shuttle may begin flying before nasa has a reliable plan to fix damage similar to that which doomed the columbia shuttle in february 2003, the manager of the shuttle program said monday . 	3
tokyo - sony corp is attempting to claw back market share of the domestic flat-panel tv market with the launch of eight new televisions . 	3
ap - carl pavano pitched six solid innings, hit a home run and drove in two runs to lead the florida marlins to an 8-3 win over the san diego padres on sunday . 	1
the three companies that certify the us #39; voting technologies operate in secrecy, and refuse to discuss flaws in the atm-like machines to be used by nearly one in three voters in the presidential poll in november . 	2
japanese stocks may rise after oil prices fell from a record in new york, easing concern higher energy costs will damp consumer spending and corporate profits . 	2
in shift of tone, white house says high energy prices are now dragging on us economy. crawford, texas (reuters) - president bush #39;s economic advisers are warning that high energy prices have become a drag on 	2
washington: luxembourg #39;s gilles muller stunned top-seeded andre agassi 6-4, 7-5 to reach the final of the washington classic on saturday, depriving the american veteran an opportunity of picking up a sixth victory at this event . 	1
islamabad: pakistan and egypt will start their campaign as top seeds for the 22-country 13th pia world junior mens team squash championship starting at the mushaf squash complex on monday (today) . 	0
new york (reuters) - american andre agassi has withdrawn  from the td waterhouse cup, starting in long island on monday,  citing fatigue . 	1
ap - rookie vaughn taylor claimed his first pga tour victory sunday, rolling in an 11-foot birdie putt on the first extra hole to win a four-way playoff at the reno-tahoe open . 	1
if roone arledge invented the modern tv olympics, dick ebersol has imploded it. everyone wants to watch the olympics, but they're just too unwatchable -- too much, too fragmented, too staged, too jingoistic, too hyped, too commercialized, too long, too &lt;em&gt;everything&lt;/em&gt;. the olympics no longer feel olympian. they feel like a sweeps-week sports reality show . 	1
australian lleyton hewitt has claimed his third title of the year with victory in the legg mason classic in washington. the south australian no . 	1
it #39;s easy to spot espn nfl 2k5 on the shelf: it #39;s the one that #39;s \$20, making it the least expensive sports video game available for playstation2 and xbox . 	3
are you nervous about viruses, worms, spyware and other threats to your computer? wish you had the power to appoint an intelligence czar to safeguard your pc? 	3
if anyone had questions about stewart cink being chosen for the ryder cup team, he answered them with authority sunday at the nec invitational . 	1
the hundreds of pages of new rules redefine the criteria for which administrative, professional and managerial workers qualify for overtime . 	2
metal recycler sims group has reported a net profit for the year to june 30 2004 of \$112.5 million, up 50 per cent on the previous year . 	2
scandal-hit telecom giant nortel networks on thursday announced job cuts of 10 percent of its workforce and a new purge of executives as it muscled through a scandal which has spawned two criminal probes . 	2
ap - american defender steve cherundolo scored the second goal of the game in the 53rd minute sunday, helping hannover 96 to a 3-0 victory at vfr neumuenster in the first round of the german cup . 	1
never mind that after only two nfl seasons brian westbrook #39;s medical dossier includes notations on a couple of sprained ankles, wrist surgery and an operation only seven months ago to stitch 	1
com. but moore, the reigning ncaa division i champion from unlv, roared back over the last four holes to overtake list and win the championship 2-up . 	1
11=2. mathematics doesn #39;t get any more basic than this, but even 11 would stump the brightest minds among the piraha tribe of the amazon . 	3
sarunas jasikevicius is just another international nobody who is too slow and too anchored to the floor to play in the nba. he is not what we want, not our style . 	1
the philippine rebel group, the moro islamic liberation front (milf) monday reiterated its resolve to end conflict with the government troops through talks . 	0
singapore will give families financial incentives to boost record-low birth rates, new prime minister lee hsien loong said in his national address . 	0
sydney (dow jones)--citing a lack of growth opportunities in its home market, australian pathology and radiology company sonic healthcare ltd . 	2
health industry, tech firms, government agencies might collaborate to build a secure database of patient records . 	3
if taxes are the price of civilization, election year is the time for bargain hunting. over the past few months, president bush and sen. john kerry, d-mass . 	2
a grand jury has handed down an indictment regarding the use of prostitutes to entice football recruits to the university of colorado, the denver post reported yesterday . 	1
ap - darren sharper is upset about the nfl's crackdown on pass interference . 	1
athens -- in one of the greatest 100-meter races in history, in a packed stadium rocking with emotion, justin gatlin of the united states bolted to an olympic gold medal last night in front of a fiercely energized field that set a new standard of sprinting excellence . 	1
barry bonds hit a two-run homer in the first inning to support a strong effort by kirk rueter and help the giants beat the new york mets, 3-1, yesterday in san francisco . 	1
chicago -- it's hard enough trying to hit a 5-ounce sphere hurtling toward the plate at 90-something miles an hour. for david ortiz , it's even harder trying to do it batting fourth in the red sox lineup, although he didn't have much trouble last night . 	1
chicago -- the baseball gods appeared to smile on the red sox last night as they opened the finale of their weekend series in the windy city. the rangers already had lost to the royals, giving the sox a half-game edge in the american league wild-card race. and the yankees had fallen to the angels, closing the gap in the .. . 	1
now buyers can use technology and databases to get a more complete view of a house without driving 30 miles to see it . 	2
when a 32-year-old patient with rapid heart palpitations showed up in the emergency room at massachusetts general hospital saying she suffered from holt-oram syndrome, dr. jonathan adler had no idea what this syndrome was. but he knew he had to work quickly. using his computer, he looked up a comprehensive description on emedicine.com, a nebraska-based web database of various diseases .. . 	2
q: i keep hearing about these supposed new rules for overtime pay and i am confused. are there new rules, and if so, what are they? 	2
the united states had been confident of coming away from the first olympic women #39;s wrestling tournament with the maximum four medals . 	1
reuters - philips electronics, a rally on wall\street, and tamer oil prices lifted european shares on monday,\but trading volumes and corporate news are remain thinned by\the holidays . 	2
perth (dow jones)--signing up china #39;s biggest construction company, fortescue metals group ltd. (fmg.au) on monday inched closer to realizing its a\$1 . 	2
thin-client computing has been around for a decade, but the rising costs of updating software and installing security patches on networked personal computers is sparking renewed interest 	3
two men falsely identified as deserters by the indian army were released in a prisoner exchange with pakistan, but their lives remain spoiled by the mistake . 	0
a nationwide truckers #39; strike to protest a proposed service tax entered its third day monday, causing food prices to rise on fears of possible shortages . 	2
singapore (dow jones)--tiger airways, singapore airlines ltd. #39;s (s55.sg) 49-owned budget affiliate, monday said it will start flights in september, with initial services to bangkok . 	2
arsenal striker thierry henry says reaching their milestone on sunday will mean nothing if they don #39;t win anything. the5-3 win over middlesbrough equalled nottingham forest #39;s 42-game unbeaten league run, set 25 years ago . 	1
the beach volleyball men #39;s pair of john child and mark heese of toronto dropped a quarter-final match yesterday to a spanish duo, while quebeckers guylaine dumont and annie martin lost in the women #39;s event, eliminating canada from competition in the sport 	1
reuters - chain store retail sales continue to\fall during the week following the thanksgiving holiday, a\retail report said on tuesday . 	2
the last man picked for the ryder cup team, then first at firestone from start to finish. no wonder stewart cink says his confidence is at an all-time high . 	1
siliconvalley.com - engineering star ashok krishnamurthi quit his job at juniper networks with more than  #36;2 million in gains from exercising options and selling shares in his final weeks with the sunnyvale networking company . 	3
the largest rebel group in colombia, the farc, rejects a government proposal to exchange prisoners . 	0
"oslo, norway - norwegian police said monday that they were working on several tips in their search for two edvard munch masterpieces, including a version of ""the scream,"" after a bold daytime theft from an oslo museum in front of stunned visitors.    the paintings were stolen from oslo's munch museum on sunday by masked, armed thieves, who pulled them from the walls as visitors and staff watched.. . "	0
capitalizing on the rapid adoption of its flex presentation server, macromedia inc. is rolling out a new integrated development environment for the platform based on the popular dreamweaver web site tool . 	3
chicago the surging boston red sox won their sixth in a row by completing a weekend sweep of the chicago white sox 6-to-5. the game featured five home runs . 	1
reuters - retailer kmart holdings corp. (kmrt.o)\on monday said it finalized a deal to sell 18 of its stores to\home depot inc. (hd.n) for  #36;271 million . 	2
the country house market staged a recovery during the first half of the year following a revival of city bonuses and increasing confidence in the economy, figures showed today . 	2
a us court has upheld the legitimacy of peer-to-peer (p2p) file-sharing application morpheus, finding against 28 of the world #39;s largest entertainment companies which had alleged that the p2p firm #39;s software violates copyright law . 	3
asian stocks rose after oil prices fell from a record on friday, easing concern higher energy costs will damp consumer spending and corporate profits . 	2
